transaction_id,customer_id,transaction_datetime,transaction_amount,merchant_id,merchant_category,payment_method,customer_age,customer_gender,customer_location,device_type,is_international,account_balance_before,account_balance_after,failed_transaction_count_24h,average_transaction_amount_7d,ip_risk_score,browser_type,transaction_type,account_type,loan_active_flag,credit_score,monthly_income,previous_fraud_count,transaction_hour,is_fraud
TXN_013463,CUST_8338,2024-09-12 23:02:54,1344.0,M722,Electronics,UPI,61.0,Male,Hyderabad,Desktop,0.0,64775.14,63431.14,2,3600.07,0.321,Chrome,Online,Current,1,580.0,60093.09,0,23,0
TXN_011815,CUST_1212,2023-08-05 10:02:31,825.42,M407,Fashion,Debit Card,49.0,Other,Mumbai,Tablet,0.0,57469.26,56643.84,1,2088.08,0.289,Edge,POS,Current,0,677.0,37452.51,1,10,0
TXN_011213,CUST_4520,2024-10-27 16:28:01,3246.42,M723,Food,Wallet,67.0,Other,Mumbai,Desktop,0.0,33941.04,30694.62,1,2400.73,0.557,Opera,Online,Current,1,663.0,32498.53,1,16,0
TXN_003255,CUST_1020,2024-04-09 17:01:22,1233.88,M159,Fashion,Debit Card,26.0,Male,Mumbai,Desktop,0.0,79361.12,78127.24,0,2891.84,0.851,Firefox,POS,Credit,0,698.0,103818.74,0,17,0
TXN_000018,CUST_8568,2025-06-29 16:00:07,2249.32,M158,Fuel,UPI,47.0,Male,Delhi,Desktop,0.0,67915.32,47099.92270107663,1,1479.46,0.504189027931781,Edge,ATM,Credit,0,698.0,76365.84,0,16,0
TXN_019803,CUST_9873,2024-07-06 23:56:00,1997.81,M251,Fashion,Debit Card,31.0,Male,Delhi,Tablet,0.0,35129.52,33131.71,2,1202.03,0.559,Edge,Online,Credit,0,628.0,44280.81,2,23,0
TXN_014693,CUST_9348,2023-05-22 10:12:34,4937.99,M129,Food,NetBanking,21.0,Other,Bangalore,Mobile,0.0,56578.67,51640.68,0,2063.17,0.759,Edge,ATM,Credit,0,605.0,63997.78,0,10,0
TXN_002668,CUST_4683,2023-09-15 18:17:14,3163.55,M289,Grocery,Wallet,56.0,Female,Chennai,Desktop,0.0,57233.51,54069.96,1,512.15,0.225,Safari,POS,Savings,0,665.0,68315.22,0,18,0
TXN_004975,CUST_2705,2024-05-29 20:29:02,871.75,M772,Fuel,Wallet,43.59759315950596,Male,Bangalore,Tablet,0.0,71089.84,70218.09,2,2756.77,0.111,Opera,Online,Savings,0,573.0,78505.93,0,20,0
TXN_001002,CUST_8222,2023-06-09 03:33:37,2342.01,M438,Travel,Credit Card,40.0,Other,Bangalore,Desktop,0.0,74333.39,71991.38,1,966.59,0.015,Safari,ATM,Current,0,691.0,35947.45,0,3,0
TXN_007731,CUST_9548,2025-07-11 06:53:13,2248.88,M592,Grocery,NetBanking,25.0,Male,Kolkata,Desktop,0.0,80045.2,77796.32,0,2828.24,0.006,Safari,ATM,Credit,0,591.0,95235.85,0,6,0
TXN_000018,CUST_7650,2023-10-22 14:19:41,1565.35,M104,Fuel,NetBanking,69.0,Male,Bangalore,Desktop,0.0,72716.02,71150.67,3,3594.61,0.324,Opera,ATM,Current,1,671.0,87082.64,0,14,0
TXN_015282,CUST_9619,2023-05-17 04:04:32,5652.18,M343,Fashion,Debit Card,58.0,Other,Bangalore,Tablet,0.0,8920.56,3268.38,0,2602.41,0.794,Edge,POS,Credit,0,790.0,25565.7,0,4,0
TXN_000018,CUST_5668,2023-07-21 07:36:42,3441.63,M497,Grocery,Debit Card,48.0,Female,Delhi,Mobile,0.0,50356.35,46914.72,2,1879.49,0.751,Opera,ATM,Savings,0,751.0,62865.73,0,7,0
TXN_000018,CUST_5414,2025-07-05 13:06:45,779.72,M969,Fuel,Wallet,34.0,Male,Bangalore,Mobile,0.07911960308244484,33917.04,33137.32,3,2431.57,0.979,Opera,POS,Savings,1,583.0,34592.71,0,13,0
TXN_011891,CUST_3774,2025-07-07 04:07:29,3368.78,M900,Fashion,UPI,36.0,Other,Chennai,Tablet,0.0,45478.79,42110.01,2,2847.55,0.883,Edge,POS,Current,1,623.0,78630.23,0,4,0
TXN_017855,CUST_7921,2025-06-18 03:15:54,283.18,M294,Food,NetBanking,60.0,Other,Delhi,Tablet,0.0,63223.67,62940.49,2,2062.53,0.038,Chrome,Online,Credit,1,773.0,67389.33,0,3,0
TXN_011687,CUST_7082,2025-08-10 22:05:17,181.79,M328,Travel,NetBanking,26.0,Other,Mumbai,Desktop,0.0,43324.3,43142.51,1,2151.83,0.401,Firefox,POS,Current,0,556.0,63537.03,0,22,0
TXN_000018,CUST_3269,2024-01-09 20:26:29,4200.57,M863,Fashion,Credit Card,48.0,Male,Bangalore,Desktop,0.0,56791.15,52590.58,2,3948.12,0.313,Safari,ATM,Savings,1,630.0,101684.15,0,20,0
TXN_003575,CUST_8598,2023-01-11 10:49:18,6608.74,M604,Grocery,NetBanking,43.59759315950596,Male,Delhi,Tablet,0.0,48527.04,41918.3,1,2664.04,0.721,Firefox,POS,Current,0,680.0,85496.67,0,10,0
TXN_011055,CUST_3325,2024-11-22 21:26:20,13319.86,M163,Fuel,Debit Card,56.0,Male,Bangalore,Tablet,0.0,18430.0,5110.14,1,2135.22,0.755,Opera,POS,Current,1,635.0,85186.81,0,21,0
TXN_012558,CUST_3892,2025-07-12 02:42:22,3043.29,M649,Electronics,Wallet,21.0,Female,Hyderabad,Tablet,0.0,56841.27,53797.98,1,1652.87,0.986,Safari,POS,Savings,1,671.0,78411.9,0,2,0
TXN_005652,CUST_9728,2024-02-27 09:02:57,3373.92,M453,Food,Debit Card,61.0,Female,Chennai,Mobile,0.0,84070.22,80696.3,0,2159.31,0.722,Firefox,Online,Savings,0,643.0,25618.54,1,9,0
TXN_006133,CUST_8772,2023-08-07 18:50:37,2327.38,M754,Food,NetBanking,24.0,Female,Chennai,Tablet,0.0,29137.98,26810.6,0,3670.23,0.294,Firefox,ATM,Current,0,611.0,48921.08,0,18,0
TXN_007677,CUST_7135,2024-03-30 20:32:47,4150.68,M162,Fashion,NetBanking,42.0,Female,Mumbai,Tablet,0.0,59111.03,54960.35,2,3708.81,0.592,Safari,POS,Savings,1,658.0,60341.35,0,20,0
TXN_011959,CUST_6879,2023-05-13 07:28:32,2146.21,M236,Fuel,NetBanking,25.0,Other,Chennai,Desktop,0.0,35954.96,33808.75,0,1918.53,0.978,Opera,ATM,Current,0,569.0,32765.75,0,7,0
TXN_002773,CUST_3161,2023-03-19 12:29:26,4934.66,M637,Fuel,Credit Card,43.59759315950596,Female,Mumbai,Mobile,1.0,59318.55,47099.92270107663,1,2222.07,0.932,Safari,Online,Savings,0,658.0,71426.08,0,12,0
TXN_014504,CUST_9050,2024-11-23 11:32:34,2227.72,M956,Grocery,NetBanking,63.0,Female,Mumbai,Mobile,0.0,70605.86,68378.14,1,2051.52,0.434,Firefox,POS,Credit,1,615.0,34952.08,0,11,0
TXN_006560,CUST_3354,2025-05-12 22:33:44,9314.98,M161,Travel,UPI,65.0,Other,Chennai,Mobile,0.0,48128.61,38813.63,1,2699.39,0.09,Edge,POS,Savings,0,599.0,77382.95,0,22,0
TXN_016683,CUST_7691,2025-01-24 22:17:20,263.07,M938,Travel,Debit Card,21.0,Other,Delhi,Mobile,0.0,54661.77,54398.7,0,1570.3,0.87,Safari,ATM,Current,1,616.0,56001.71,1,22,0
TXN_010833,CUST_6703,2024-07-02 05:30:05,1354.81,M912,Electronics,Wallet,31.0,Male,Delhi,Mobile,0.0,44860.89,43506.08,0,1455.43,0.374,Chrome,Online,Current,1,598.0,73501.46,0,5,0
TXN_019944,CUST_3322,2023-04-14 09:49:57,5193.97,M290,Food,UPI,29.0,Male,Mumbai,Mobile,1.0,34477.09,47099.92270107663,3,2572.16,0.681,Edge,Online,Current,0,562.0,30803.05,2,9,0
TXN_007424,CUST_1340,2024-03-27 15:06:50,1612.41,M539,Electronics,UPI,63.0,Male,Mumbai,Tablet,0.0,29343.26,27730.85,1,1392.42,0.504189027931781,Firefox,ATM,Credit,0,694.0,40328.23,0,15,0
TXN_016189,CUST_7035,2024-10-19 14:43:11,3335.21,M345,Fashion,Debit Card,40.0,Other,Delhi,Tablet,0.0,14454.74,11119.53,0,469.94,0.441,Firefox,ATM,Savings,1,667.0,50373.79,1,14,0
TXN_019019,CUST_1943,2025-07-24 06:33:17,1631.6,M762,Fuel,UPI,18.0,Female,Bangalore,Mobile,0.0,43691.7,42060.1,1,3134.69,0.504189027931781,Firefox,POS,Credit,0,724.0,47977.35,0,6,0
TXN_002246,CUST_8639,2023-09-04 15:56:31,2210.96,M643,Grocery,Credit Card,43.59759315950596,Male,Hyderabad,Desktop,0.0,45005.08,42794.12,0,790.56,0.913,Chrome,POS,Savings,0,729.0,78205.26,0,15,0
TXN_003343,CUST_8619,2024-09-21 06:04:07,3002.21,M874,Electronics,Credit Card,34.0,Male,Hyderabad,Tablet,0.0,41080.64,47099.92270107663,0,2579.68,0.055,Edge,ATM,Credit,0,631.0,59916.97,0,6,0
TXN_011244,CUST_4949,2024-08-05 11:05:37,1664.69,M341,Food,Debit Card,43.0,Other,Chennai,Desktop,0.0,54862.23,53197.54,0,-99.89,0.415,Safari,ATM,Credit,0,632.0,93722.57,0,11,0
TXN_005365,CUST_4323,2023-06-26 21:26:52,2171.85,M677,Food,UPI,39.0,Other,Delhi,Desktop,0.0,31961.43,29789.58,1,3584.46,0.472,Firefox,Online,Credit,0,570.0,35946.59,0,21,0
TXN_006971,CUST_3869,2025-06-07 07:01:01,665.42,M846,Travel,Credit Card,64.0,Female,Hyderabad,Desktop,0.0,66082.22,65416.8,0,1614.24,0.09,Safari,Online,Current,0,560.0,51127.38,0,7,0
TXN_015686,CUST_3170,2025-02-10 08:31:46,4667.37,M237,Fuel,Credit Card,48.0,Other,Mumbai,Tablet,0.0,35339.73,30672.36,2,3789.7,0.827,Chrome,ATM,Credit,0,689.0,44688.32,0,8,0
TXN_001321,CUST_9355,2023-07-28 01:30:56,851.48,M999,Fuel,UPI,56.0,Male,Mumbai,Tablet,0.0,15772.56,14921.08,1,3139.87,0.104,Firefox,Online,Savings,0,694.0,67950.9,0,1,0
TXN_001821,CUST_8710,2023-05-08 18:56:22,690.83,M619,Grocery,UPI,20.0,Other,Kolkata,Tablet,0.0,72889.64,72198.81,2,4734.82,0.649,Opera,Online,Credit,0,596.0,31391.52,0,18,0
TXN_008971,CUST_8763,2025-03-09 15:39:39,371.41,M485,Food,Debit Card,35.0,Other,Chennai,Desktop,0.0,82301.0,81929.59,0,2519.89,0.028,Opera,Online,Current,0,609.0,83542.85,1,15,0
TXN_000018,CUST_4330,2023-09-26 15:59:52,1499.42,M789,Electronics,Wallet,69.0,Female,Chennai,Tablet,0.0,66992.71,65493.29,1,2045.83,0.189,Edge,Online,Credit,1,752.0,22509.42,0,15,0
TXN_015311,CUST_4943,2023-04-27 16:06:40,15057.46,M100,Food,UPI,39.0,Other,Chennai,Desktop,0.0,68959.62,53902.16,0,2566.67,0.684,Chrome,ATM,Credit,0,683.0,78842.71,0,16,0
TXN_000018,CUST_7092,2023-08-01 12:51:02,5091.19,M909,Fuel,NetBanking,26.0,Male,Mumbai,Desktop,0.0,71646.82,66555.63,0,2560.32,0.237,Chrome,ATM,Current,1,720.0,54085.21,0,12,0
TXN_018801,CUST_2836,2024-03-15 15:21:19,2152.8,M704,Electronics,NetBanking,18.0,Female,Mumbai,Desktop,0.0,103417.91,101265.11,0,1477.87,1.0,Edge,Online,Credit,0,659.0,71050.32,0,15,0
TXN_000018,CUST_1657,2025-03-26 01:42:26,6579.36,M334,Grocery,Credit Card,18.0,Female,Mumbai,Tablet,0.0,48189.04,41609.68,0,1809.04,0.551,Firefox,POS,Credit,0,523.0,24812.92,0,1,0
TXN_007068,CUST_4677,2023-02-28 14:09:51,2064.87,M489,Grocery,Wallet,62.0,Other,Hyderabad,Desktop,0.0,30503.65,28438.78,0,2649.13,0.776,Edge,Online,Credit,0,647.0,66256.5,0,14,0
TXN_010211,CUST_6366,2025-04-20 05:07:06,11187.0,M155,Electronics,UPI,36.0,Other,Bangalore,Mobile,0.07911960308244484,85187.1,74000.1,1,2336.62,0.51,Firefox,ATM,Savings,0,820.0,84416.53,1,5,0
TXN_010040,CUST_9571,2025-03-24 07:27:20,315.18,M217,Fuel,Credit Card,62.0,Other,Kolkata,Desktop,0.0,35076.02,34760.84,0,2060.09,0.964,Firefox,ATM,Current,1,749.0,63129.0,0,7,0
TXN_013733,CUST_3567,2025-02-19 14:35:15,9406.9,M272,Electronics,UPI,32.0,Female,Delhi,Desktop,0.0,50683.58,41276.68,2,2755.8,0.159,Opera,ATM,Current,0,709.0,52741.54,0,14,0
TXN_010902,CUST_8004,2025-07-05 11:27:06,2665.73,M555,Fuel,NetBanking,23.0,Other,Mumbai,Desktop,0.0,53569.57,50903.84,1,1222.76,0.969,Firefox,Online,Savings,1,672.0,60753.49,0,11,0
TXN_000018,CUST_3162,2024-10-17 12:55:17,9014.87,M327,Fashion,Debit Card,39.0,Female,Hyderabad,Mobile,0.0,59242.1,47099.92270107663,0,3904.9,0.13,Firefox,Online,Current,0,801.0,49288.58,0,12,0
TXN_010004,CUST_2861,2023-10-31 20:18:46,2803.87,M382,Fuel,UPI,65.0,Male,Kolkata,Desktop,0.0,28935.36,26131.49,0,3031.69,0.571,Opera,Online,Savings,0,668.0,45924.19,0,20,0
TXN_019479,CUST_8337,2023-10-07 04:36:50,1037.65,M573,Electronics,Credit Card,67.0,Male,Hyderabad,Tablet,0.0,85366.14,84328.49,1,1350.45,0.559,Safari,Online,Credit,0,659.0,62671.19,0,4,0
TXN_015063,CUST_4720,2023-10-31 22:59:48,289.8,M522,Fuel,NetBanking,26.0,Male,Kolkata,Mobile,0.0,48445.69,48155.89,1,1513.44,0.155,Chrome,POS,Credit,0,465.0,60335.62,0,22,0
